res_id,rtr_pic_loc
"(12,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMjlfMjk5%2FMDAxNjA5MjA2NTQ0NDQ0.MNdXJtyyiKkAZXYnmClcbtBFv9pVJEk2FFkkxHvdjuUg.BVZnQx2b6EHzjaznKb8QqPl_j6qACmRoWvTh7BNvHogg.JPEG.wjy96330%2FIMG_1436.jpg
"(12,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMjlfMTc5%2FMDAxNjA5MjA2NTQ0NTQx.iCp1pO6ZRhjFfqg_TxZtLc24RdGAkaXqJGZpIbxiULIg.onFoaRfhJ8_RJRW6Wgyv7CEXym0tohTRcz2xuZ5XEaQg.JPEG.wjy96330%2FIMG_3047.jpg
"(12,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMjlfMTMw%2FMDAxNjA5MjA2NTQ0NTI1.A4iMoc5cviWDwEdt0ry2dPJ1b3U6CQWE3ABPDnBsP08g.FCjnxOGycU3HYI8crNbmsQEtKguBFC6Dk2D3F55nX2Mg.JPEG.wjy96330%2FIMG_2069.
"(13,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_15%2F1491882636740Hhywt_JPEG%2F2.jpg
"(13,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_124%2F1491882636812YlPLH_JPEG%2Fimage.
"(13,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_190%2F149188263688506trs_JPEG%2F_.jpg
"(13,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_169%2F1491882636957UFwU5_JPEG%2Fimage.
"(13,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_44%2F1491882637027aHO7F_JPEG%2Fimage.
"(14,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190713_113%2F1563013253168aqT1K_JPEG%2F40chXCvAmn8qmAzZuazft2vV.jpg
"(14,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190713_120%2F1563013253261K3y8h_JPEG%2FxpT1bk8YqhQ7De6kVY1OLfxT.jpg
